"two_year_recid","sex","age","race","priors_count","juv_fel_count","juv_misd_count","charge","violent","risk_recidivism_score","hand","height"
"Did not reoffend","Males",25,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.73557212325102
"Did reoffend","Females",24,"Caucasians",6,0,0,"Individuals convicted of a Felony","Violent offences",9,"Left-handed individuals",5.60062624805373
"Did not reoffend","Males",62,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.68474560540065
"Did not reoffend","Males",34,"Hispanics",0,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.66963437584731
"Did reoffend","Males",29,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.9174284429483
"Did not reoffend","Males",68,"Caucasians",4,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.56773734506515
"Did reoffend","Males",30,"African-Americans",4,0,0,"Individuals convicted of a Misdemeanor","Violent offences",2,"Left-handed individuals",5.72581495540281
"Did reoffend","Males",35,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",10,"Right-handed individuals",6.05691030197377
"Did reoffend","Males",37,"Hispanics",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.56412379976138
"Did not reoffend","Females",38,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.44301571740128
"Did reoffend","Males",48,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",6,"Right-handed individuals",5.83358163908622
"Did not reoffend","Males",30,"Hispanics",7,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.79683272872733
"Did reoffend","Males",21,"African-Americans",1,0,0,"Individuals convicted of a Felony","Violent offences",9,"Left-handed individuals",5.87145086518014
"Did not reoffend","Males",30,"Caucasians",2,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",9,"Right-handed individuals",5.83402157691763
"Did not reoffend","Males",22,"African-Americans",3,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",6.02131860362605
"Did reoffend","Males",48,"Hispanics",1,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.29805293604674
"Did reoffend","Males",35,"Caucasians",2,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.45410060596811
"Did reoffend","Males",23,"Others",6,0,0,"Individuals convicted of a Felony","Non-violent offences",8,"Right-handed individuals",5.84260628024874
"Did not reoffend","Males",23,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.9800948894891
"Did not reoffend","Males",29,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",5,"Right-handed individuals",5.8592261036389
"Did not reoffend","Males",55,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.8330627066402
"Did not reoffend","Males",26,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.75626446231838
"Did reoffend","Males",25,"Caucasians",2,0,0,"Individuals convicted of a Misdemeanor","Violent offences",4,"Left-handed individuals",5.68001770217576
"Did not reoffend","Males",30,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",5.90584708714675
"Did not reoffend","Females",30,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.46253918744862
"Did not reoffend","Females",32,"Hispanics",1,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.48370449418669
"Did reoffend","Males",49,"African-Americans",11,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",5,"Right-handed individuals",5.75733345374016
"Did reoffend","Females",31,"African-Americans",9,0,0,"Individuals convicted of a Felony","Non-violent offences",8,"Right-handed individuals",5.9347886197473
"Did reoffend","Males",35,"African-Americans",1,0,0,"Individuals convicted of a Felony","Violent offences",1,"Left-handed individuals",5.5751189062498
"Did not reoffend","Males",33,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",7,"Right-handed individuals",5.94947714568122
"Did not reoffend","Males",26,"Caucasians",2,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.89963536786779
"Did not reoffend","Males",53,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.20882954743323
"Did reoffend","Males",32,"Caucasians",5,0,0,"Individuals convicted of a Felony","Violent offences",5,"Left-handed individuals",5.98925280693942
"Did reoffend","Females",31,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.60345893274186
"Did reoffend","Males",23,"Caucasians",2,0,1,"Individuals convicted of a Felony","Non-violent offences",8,"Right-handed individuals",6.03389713896722
"Did not reoffend","Males",24,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.39108573377702
"Did not reoffend","Males",28,"Caucasians",2,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.8600349316201
"Did not reoffend","Males",64,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.15652397464689
"Did reoffend","Males",41,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.46002568739267
"Did not reoffend","Males",51,"Hispanics",1,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.3273704523688
"Did reoffend","Males",51,"African-Americans",0,0,0,"Individuals convicted of a Felony","Violent offences",4,"Left-handed individuals",5.42502432408305
"Did reoffend","Males",43,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Violent offences",5,"Left-handed individuals",5.9178127037069
"Did not reoffend","Males",36,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.75360372452941
"Did reoffend","Males",55,"African-Americans",21,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.52846116736827
"Did not reoffend","Males",32,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.96219741306068
"Did reoffend","Males",26,"African-Americans",9,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",6.11526910647611
"Did reoffend","Males",21,"Native Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",6,"Right-handed individuals",5.77090537698391
"Did not reoffend","Females",33,"African-Americans",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.83491265586007
"Did not reoffend","Males",34,"African-Americans",5,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",4,"Right-handed individuals",6.05449669741655
"Did reoffend","Males",31,"African-Americans",11,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",7,"Right-handed individuals",5.85563300523453
"Did reoffend","Males",30,"African-Americans",19,0,1,"Individuals convicted of a Felony","Non-violent offences",10,"Right-handed individuals",5.68523130778674
"Did not reoffend","Males",27,"African-Americans",8,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",8,"Right-handed individuals",5.99660819092022
"Did reoffend","Males",43,"African-Americans",9,0,0,"Individuals convicted of a Felony","Violent offences",6,"Left-handed individuals",6.01227822412404
"Did reoffend","Males",25,"African-Americans",6,0,0,"Individuals convicted of a Felony","Violent offences",7,"Left-handed individuals",6.36986065028528
"Did reoffend","Males",29,"African-Americans",9,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",6.18723322824928
"Did reoffend","Males",55,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Violent offences",1,"Left-handed individuals",5.59810480652604
"Did reoffend","Males",23,"African-Americans",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.63940530587412
"Did not reoffend","Females",33,"African-Americans",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",4,"Right-handed individuals",5.79615311059966
"Did reoffend","Males",47,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.56892318650662
"Did reoffend","Males",23,"Caucasians",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",8,"Right-handed individuals",6.30598406119919
"Did reoffend","Males",37,"Hispanics",8,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.4462709098498
"Did reoffend","Males",28,"African-Americans",8,0,0,"Individuals convicted of a Felony","Violent offences",8,"Left-handed individuals",6.11277630961842
"Did reoffend","Males",33,"African-Americans",3,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.97003191560439
"Did not reoffend","Females",37,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.65484480331934
"Did not reoffend","Males",23,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",6.03954667610359
"Did not reoffend","Males",26,"African-Americans",3,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.60154753142376
"Did not reoffend","Males",59,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.64965253328635
"Did reoffend","Females",27,"African-Americans",0,0,0,"Individuals convicted of a Felony","Violent offences",3,"Left-handed individuals",5.55777580190705
"Did reoffend","Males",41,"Caucasians",14,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.59782590806374
"Did not reoffend","Males",36,"Hispanics",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",5,"Right-handed individuals",5.66141758589177
"Did reoffend","Males",24,"African-Americans",2,0,1,"Individuals convicted of a Felony","Violent offences",9,"Left-handed individuals",6.01895093882468
"Did reoffend","Males",46,"Caucasians",2,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.85025412106261
"Did not reoffend","Males",57,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.55744447074308
"Did not reoffend","Males",25,"African-Americans",5,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",9,"Right-handed individuals",5.80833197649015
"Did not reoffend","Males",53,"Caucasians",2,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.63322542812743
"Did reoffend","Males",29,"African-Americans",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.73018002909215
"Did reoffend","Males",45,"African-Americans",15,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.46315058293001
"Did reoffend","Males",32,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.66721917547248
"Did reoffend","Males",25,"Caucasians",9,0,1,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",6.16758891588
"Did reoffend","Males",20,"African-Americans",2,0,1,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.89397824349522
"Did reoffend","Males",48,"Caucasians",23,1,0,"Individuals convicted of a Felony","Violent offences",8,"Left-handed individuals",5.55817280437527
"Did reoffend","Males",23,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.56428493097538
"Did not reoffend","Males",46,"Caucasians",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.39686259394238
"Did reoffend","Males",30,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.87589315867513
"Did not reoffend","Males",29,"African-Americans",5,0,0,"Individuals convicted of a Felony","Non-violent offences",10,"Right-handed individuals",6.02509275211605
"Did reoffend","Males",24,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.70245409787757
"Did not reoffend","Males",24,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.98239633029521
