"loan_amnt","term","home_ownership","annual_inc","loan_status","sub_grade_int_map","region","sex","age","vegetarian","weight"
11000,"36 month loans","Paying off mortgage",52000,"Positive",1,"US Northeast inhabitants","Males",32.144,"Vegetarians",163.076923076923
9800,"36 month loans","Renters",107000,"Positive",4,"US Northeast inhabitants","Males",47.104,"Vegetarians",160.307692307692
8375,"36 month loans","Renters",30000,"Positive",4,"US Northeast inhabitants","Males",26.16,"Vegetarians",157.019230769231
6000,"36 month loans","Paying off mortgage",53300,"Positive",9,"US Northeast inhabitants","Males",32.4976,"Vegetarians",151.538461538462
15000,"36 month loans","Renters",52747,"Positive",2,"US Northeast inhabitants","Males",32.347184,"Vegetarians",172.307692307692
16000,"60 month loans","Renters",55000,"Positive",6,"US Northeast inhabitants","Males",32.96,"Vegetarians",174.615384615385
9500,"36 month loans","Renters",25000,"Positive",4,"US Northeast inhabitants","Males",24.8,"Vegetarians",159.615384615385
9275,"36 month loans","Paying off mortgage",52000,"Positive",3,"US Northeast inhabitants","Males",32.144,"Vegetarians",159.096153846154
5600,"36 month loans","Renters",39000,"Positive",3,"US Northeast inhabitants","Males",28.608,"Vegetarians",150.615384615385
35000,"36 month loans","Paying off mortgage",89000,"Positive",6,"US Northeast inhabitants","Males",42.208,"Vegetarians",218.461538461538
12000,"60 month loans","Paying off mortgage",58000,"Positive",4,"US Northeast inhabitants","Males",33.776,"Vegetarians",165.384615384615
28000,"36 month loans","Renters",80000,"Positive",2,"US Northeast inhabitants","Males",39.76,"Vegetarians",202.307692307692
3000,"36 month loans","Renters",40000,"Positive",2,"US Northeast inhabitants","Males",28.88,"Vegetarians",144.615384615385
28000,"36 month loans","Paying off mortgage",98000,"Positive",3,"US Northeast inhabitants","Males",44.656,"Vegetarians",202.307692307692
10000,"36 month loans","Renters",30000,"Negative",3,"US Northeast inhabitants","Males",26.16,"Vegetarians",160.769230769231
6000,"36 month loans","Home owners",50000,"Positive",4,"US Northeast inhabitants","Males",31.6,"Vegetarians",151.538461538462
16000,"60 month loans","Renters",95000,"Negative",7,"US Northeast inhabitants","Males",43.84,"Vegetarians",174.615384615385
24000,"36 month loans","Paying off mortgage",68956,"Positive",5,"US Northeast inhabitants","Males",36.756032,"Vegetarians",193.076923076923
10200,"60 month loans","Paying off mortgage",97000,"Positive",5,"US Northeast inhabitants","Males",44.384,"Vegetarians",161.230769230769
5000,"36 month loans","Paying off mortgage",95000,"Positive",5,"US Northeast inhabitants","Males",43.84,"Vegetarians",149.230769230769
20000,"36 month loans","Paying off mortgage",90000,"Negative",3,"US Northeast inhabitants","Males",42.48,"Vegetarians",183.846153846154
10000,"36 month loans","Renters",30000,"Positive",4,"US Northeast inhabitants","Males",26.16,"Vegetarians",160.769230769231
5000,"36 month loans","Paying off mortgage",105000,"Positive",5,"US Northeast inhabitants","Males",46.56,"Vegetarians",149.230769230769
14525,"36 month loans","Renters",33013.2,"Negative",4,"US Northeast inhabitants","Males",26.9795904,"Vegetarians",171.211538461538
6000,"36 month loans","Paying off mortgage",63000,"Positive",5,"US Northeast inhabitants","Males",35.136,"Vegetarians",151.538461538462
35000,"36 month loans","Paying off mortgage",108000,"Positive",4,"US Northeast inhabitants","Males",47.376,"Vegetarians",218.461538461538
5600,"36 month loans","Paying off mortgage",156000,"Positive",2,"US Northeast inhabitants","Males",60.432,"Vegetarians",150.615384615385
12000,"36 month loans","Renters",80000,"Positive",3,"US Northeast inhabitants","Males",39.76,"Vegetarians",165.384615384615
30000,"60 month loans","Paying off mortgage",145000,"Positive",4,"US Northeast inhabitants","Males",57.44,"Vegetarians",206.923076923077
35000,"60 month loans","Paying off mortgage",135000,"Negative",6,"US Northeast inhabitants","Males",54.72,"Vegetarians",218.461538461538
30000,"60 month loans","Paying off mortgage",1e+05,"Positive",7,"US Northeast inhabitants","Males",45.2,"Vegetarians",206.923076923077
19800,"60 month loans","Home owners",45000,"Negative",8,"US Northeast inhabitants","Males",30.24,"Vegetarians",183.384615384615
20000,"36 month loans","Paying off mortgage",96000,"Positive",1,"US Northeast inhabitants","Males",44.112,"Vegetarians",183.846153846154
14000,"36 month loans","Paying off mortgage",129000,"Positive",3,"US Northeast inhabitants","Males",53.088,"Vegetarians",170
30000,"60 month loans","Paying off mortgage",106000,"Positive",4,"US Northeast inhabitants","Males",46.832,"Vegetarians",206.923076923077
16000,"60 month loans","Renters",105000,"Positive",4,"US Northeast inhabitants","Males",46.56,"Vegetarians",174.615384615385
27500,"36 month loans","Paying off mortgage",1e+05,"Positive",2,"US Northeast inhabitants","Males",45.2,"Vegetarians",201.153846153846
6500,"36 month loans","Paying off mortgage",52000,"Positive",3,"US Northeast inhabitants","Males",32.144,"Vegetarians",152.692307692308
16000,"60 month loans","Renters",58000,"Positive",6,"US Northeast inhabitants","Males",33.776,"Vegetarians",174.615384615385
4500,"36 month loans","Renters",20000,"Positive",3,"US Northeast inhabitants","Males",23.44,"Vegetarians",148.076923076923
7200,"36 month loans","Renters",50000,"Positive",4,"US Northeast inhabitants","Males",31.6,"Vegetarians",154.307692307692
8000,"36 month loans","Renters",150000,"Positive",2,"US Northeast inhabitants","Males",58.8,"Vegetarians",156.153846153846
10000,"36 month loans","Renters",80000,"Positive",2,"US Northeast inhabitants","Males",39.76,"Vegetarians",160.769230769231
15000,"36 month loans","Paying off mortgage",75000,"Positive",4,"US Northeast inhabitants","Males",38.4,"Vegetarians",172.307692307692
2500,"36 month loans","Renters",37000,"Positive",4,"US Northeast inhabitants","Males",28.064,"Vegetarians",143.461538461538
12000,"60 month loans","Paying off mortgage",59000,"Negative",7,"US Northeast inhabitants","Males",34.048,"Vegetarians",165.384615384615
3175,"36 month loans","Home owners",57760,"Negative",7,"US Northeast inhabitants","Males",33.71072,"Vegetarians",145.019230769231
3500,"36 month loans","Renters",17000,"Positive",3,"US Northeast inhabitants","Males",22.624,"Vegetarians",145.769230769231
3000,"36 month loans","Renters",80000,"Positive",3,"US Northeast inhabitants","Males",39.76,"Vegetarians",144.615384615385
12000,"60 month loans","Renters",39000,"Negative",6,"US Northeast inhabitants","Males",28.608,"Vegetarians",165.384615384615
3500,"36 month loans","Renters",73800,"Positive",4,"US Northeast inhabitants","Males",38.0736,"Vegetarians",145.769230769231
5500,"36 month loans","Paying off mortgage",110000,"Positive",1,"US Northeast inhabitants","Males",47.92,"Vegetarians",150.384615384615
10000,"60 month loans","Renters",48000,"Positive",8,"US Northeast inhabitants","Males",31.056,"Vegetarians",160.769230769231
3000,"36 month loans","Renters",55000,"Positive",3,"US Northeast inhabitants","Males",32.96,"Vegetarians",144.615384615385
9000,"36 month loans","Renters",52000,"Positive",5,"US Northeast inhabitants","Males",32.144,"Vegetarians",158.461538461538
18000,"36 month loans","Paying off mortgage",112000,"Positive",2,"US Northeast inhabitants","Males",48.464,"Vegetarians",179.230769230769
24000,"60 month loans","Paying off mortgage",65000,"Negative",5,"US Northeast inhabitants","Males",35.68,"Vegetarians",193.076923076923
24350,"36 month loans","Home owners",58000,"Positive",5,"US Northeast inhabitants","Males",33.776,"Vegetarians",193.884615384615
4000,"36 month loans","Renters",60000,"Positive",3,"US South inhabitants","Males",34.32,"Vegetarians",146.923076923077
8000,"36 month loans","Renters",31171,"Positive",2,"US South inhabitants","Males",26.478512,"Vegetarians",156.153846153846
13600,"36 month loans","Renters",95000,"Positive",4,"US South inhabitants","Males",43.84,"Vegetarians",169.076923076923
20000,"60 month loans","Renters",98000,"Positive",4,"US South inhabitants","Males",44.656,"Vegetarians",183.846153846154
19000,"36 month loans","Renters",45300,"Positive",2,"US South inhabitants","Males",30.3216,"Vegetarians",181.538461538462
30000,"60 month loans","Renters",60000,"Positive",2,"US South inhabitants","Males",34.32,"Vegetarians",206.923076923077
9600,"36 month loans","Renters",68000,"Positive",3,"US South inhabitants","Males",36.496,"Vegetarians",159.846153846154
24000,"60 month loans","Renters",70000,"Positive",5,"US South inhabitants","Males",37.04,"Vegetarians",193.076923076923
7000,"36 month loans","Renters",146000,"Positive",3,"US South inhabitants","Males",57.712,"Vegetarians",153.846153846154
8000,"36 month loans","Home owners",66000,"Positive",6,"US South inhabitants","Males",35.952,"Vegetarians",156.153846153846
15000,"36 month loans","Renters",52000,"Positive",2,"US South inhabitants","Males",32.144,"Vegetarians",172.307692307692
30000,"36 month loans","Paying off mortgage",200100,"Positive",3,"US South inhabitants","Males",72.4272,"Vegetarians",206.923076923077
25000,"60 month loans","Renters",60000,"Positive",7,"US South inhabitants","Males",34.32,"Vegetarians",195.384615384615
20000,"36 month loans","Renters",54000,"Negative",4,"US South inhabitants","Males",32.688,"Vegetarians",183.846153846154
18000,"60 month loans","Paying off mortgage",125000,"Positive",4,"US South inhabitants","Males",52,"Vegetarians",179.230769230769
12000,"36 month loans","Paying off mortgage",55000,"Positive",3,"US South inhabitants","Males",32.96,"Vegetarians",165.384615384615
6500,"36 month loans","Renters",53100,"Positive",4,"US South inhabitants","Males",32.4432,"Vegetarians",152.692307692308
18300,"36 month loans","Paying off mortgage",98000,"Negative",7,"US South inhabitants","Males",44.656,"Vegetarians",179.923076923077
10775,"60 month loans","Paying off mortgage",50000,"Negative",7,"US South inhabitants","Males",31.6,"Vegetarians",162.557692307692
5500,"36 month loans","Renters",55000,"Positive",5,"US South inhabitants","Males",32.96,"Vegetarians",150.384615384615
17000,"60 month loans","Paying off mortgage",53000,"Positive",2,"US South inhabitants","Males",32.416,"Vegetarians",176.923076923077
9600,"36 month loans","Renters",50000,"Positive",6,"US South inhabitants","Males",31.6,"Vegetarians",159.846153846154
12800,"36 month loans","Paying off mortgage",70000,"Positive",3,"US South inhabitants","Males",37.04,"Vegetarians",167.230769230769
3200,"36 month loans","Renters",14676,"Positive",3,"US South inhabitants","Males",21.991872,"Vegetarians",145.076923076923
5000,"36 month loans","Paying off mortgage",58000,"Positive",2,"US South inhabitants","Males",33.776,"Vegetarians",149.230769230769
24925,"60 month loans","Paying off mortgage",50000,"Positive",4,"US South inhabitants","Males",31.6,"Vegetarians",195.211538461538
10000,"60 month loans","Paying off mortgage",1e+05,"Positive",5,"US South inhabitants","Males",45.2,"Vegetarians",160.769230769231
7875,"36 month loans","Paying off mortgage",58000,"Negative",5,"US South inhabitants","Males",33.776,"Vegetarians",155.865384615385
30000,"36 month loans","Paying off mortgage",174000,"Positive",2,"US South inhabitants","Males",65.328,"Vegetarians",206.923076923077
24000,"60 month loans","Renters",59855,"Positive",4,"US South inhabitants","Males",34.28056,"Non-vegetarians",193.076923076923
6000,"36 month loans","Paying off mortgage",33000,"Positive",2,"US South inhabitants","Males",26.976,"Non-vegetarians",151.538461538462
4000,"36 month loans","Renters",28000,"Positive",6,"US South inhabitants","Males",25.616,"Non-vegetarians",146.923076923077
9600,"36 month loans","Paying off mortgage",40000,"Positive",2,"US South inhabitants","Males",28.88,"Non-vegetarians",159.846153846154
15450,"36 month loans","Renters",46200,"Positive",2,"US South inhabitants","Males",30.5664,"Non-vegetarians",173.346153846154
10000,"36 month loans","Paying off mortgage",51000,"Positive",4,"US South inhabitants","Males",31.872,"Non-vegetarians",160.769230769231
7525,"36 month loans","Renters",25000,"Positive",4,"US South inhabitants","Males",24.8,"Non-vegetarians",155.057692307692
10000,"36 month loans","Paying off mortgage",56000,"Positive",2,"US South inhabitants","Males",33.232,"Non-vegetarians",160.769230769231
6000,"36 month loans","Renters",49730,"Positive",2,"US South inhabitants","Males",31.52656,"Non-vegetarians",151.538461538462
14400,"36 month loans","Paying off mortgage",65000,"Positive",1,"US South inhabitants","Males",35.68,"Non-vegetarians",170.923076923077
35000,"60 month loans","Paying off mortgage",190000,"Negative",4,"US South inhabitants","Males",69.68,"Non-vegetarians",218.461538461538
12000,"36 month loans","Paying off mortgage",45000,"Positive",2,"US South inhabitants","Males",30.24,"Non-vegetarians",165.384615384615
12000,"60 month loans","Paying off mortgage",50000,"Negative",7,"US South inhabitants","Males",31.6,"Non-vegetarians",165.384615384615
1800,"36 month loans","Renters",35000,"Negative",2,"US South inhabitants","Males",27.52,"Non-vegetarians",141.846153846154
35000,"60 month loans","Paying off mortgage",150000,"Negative",6,"US South inhabitants","Males",58.8,"Non-vegetarians",218.461538461538
15000,"36 month loans","Paying off mortgage",50000,"Negative",6,"US South inhabitants","Males",31.6,"Non-vegetarians",172.307692307692
35000,"60 month loans","Paying off mortgage",105000,"Positive",7,"US South inhabitants","Males",46.56,"Non-vegetarians",218.461538461538
4000,"36 month loans","Paying off mortgage",45200,"Positive",6,"US South inhabitants","Males",30.2944,"Non-vegetarians",146.923076923077
18650,"60 month loans","Paying off mortgage",61433,"Positive",8,"US South inhabitants","Males",34.709776,"Non-vegetarians",180.730769230769
12000,"36 month loans","Renters",39000,"Positive",3,"US South inhabitants","Males",28.608,"Non-vegetarians",165.384615384615
15000,"36 month loans","Paying off mortgage",75000,"Positive",2,"US South inhabitants","Males",38.4,"Non-vegetarians",172.307692307692
20000,"60 month loans","Paying off mortgage",76000,"Positive",7,"US South inhabitants","Males",38.672,"Non-vegetarians",183.846153846154
8000,"36 month loans","Paying off mortgage",70000,"Positive",1,"US South inhabitants","Males",37.04,"Non-vegetarians",156.153846153846
5550,"36 month loans","Paying off mortgage",30000,"Negative",3,"US South inhabitants","Males",26.16,"Non-vegetarians",150.5
2850,"36 month loans","Paying off mortgage",51000,"Positive",5,"US South inhabitants","Males",31.872,"Non-vegetarians",144.269230769231
17875,"60 month loans","Home owners",85000,"Positive",5,"US South inhabitants","Males",41.12,"Non-vegetarians",178.942307692308
24375,"36 month loans","Renters",55000,"Positive",6,"US South inhabitants","Males",32.96,"Non-vegetarians",193.942307692308
